x-axis,1
second,Volt
-13.35938E+00,+908.88E-03
-13.32031E+00,+908.88E-03
-13.28125E+00,+908.88E-03
-13.24219E+00,+908.88E-03
-13.20313E+00,+908.88E-03
-13.16406E+00,+908.88E-03
-13.12500E+00,+908.88E-03
-13.08594E+00,+908.88E-03
-13.04688E+00,+908.88E-03
-13.00781E+00,+908.88E-03
-12.96875E+00,+910.11E-03
-12.92969E+00,+908.88E-03
-12.89063E+00,+910.11E-03
-12.85156E+00,+910.11E-03
-12.81250E+00,+910.11E-03
-12.77344E+00,+908.88E-03
-12.73438E+00,+910.11E-03
-12.69531E+00,+908.88E-03
-12.65625E+00,+910.11E-03
-12.61719E+00,+911.34E-03
-12.57813E+00,+911.34E-03
-12.53906E+00,+911.34E-03
-12.50000E+00,+912.57E-03
-12.46094E+00,+913.80E-03
-12.42188E+00,+915.03E-03
-12.38281E+00,+917.50E-03
-12.34375E+00,+918.73E-03
-12.30469E+00,+919.96E-03
-12.26563E+00,+921.19E-03
-12.22656E+00,+922.42E-03
-12.18750E+00,+923.65E-03
-12.14844E+00,+924.88E-03
-12.10938E+00,+926.11E-03
-12.07031E+00,+929.81E-03
-12.03125E+00,+933.50E-03
-11.99219E+00,+937.19E-03
-11.95313E+00,+939.66E-03
-11.91406E+00,+944.58E-03
-11.87500E+00,+949.51E-03
-11.83594E+00,+956.89E-03
-11.79688E+00,+963.05E-03
-11.75781E+00,+967.97E-03
-11.71875E+00,+976.59E-03
-11.67969E+00,+985.21E-03
-11.64063E+00,+992.60E-03
-11.60156E+00,+1.00121E+00
-11.56250E+00,+1.00860E+00
-11.52344E+00,+1.01845E+00
-11.48438E+00,+1.02584E+00
-11.44531E+00,+1.03569E+00
-11.40625E+00,+1.04307E+00
-11.36719E+00,+1.05415E+00
-11.32813E+00,+1.06154E+00
-11.28906E+00,+1.06893E+00
-11.25000E+00,+1.08001E+00
-11.21094E+00,+1.08616E+00
-11.17188E+00,+1.09478E+00
-11.13281E+00,+1.10217E+00
-11.09375E+00,+1.10956E+00
-11.05469E+00,+1.11817E+00
-11.01563E+00,+1.12679E+00
-10.97656E+00,+1.13541E+00
-10.93750E+00,+1.14033E+00
-10.89844E+00,+1.14649E+00
-10.85938E+00,+1.15388E+00
-10.82031E+00,+1.16126E+00
-10.78125E+00,+1.16865E+00
-10.74219E+00,+1.17850E+00
-10.70313E+00,+1.18835E+00
-10.66406E+00,+1.19820E+00
-10.62500E+00,+1.20312E+00
-10.58594E+00,+1.20928E+00
-10.54688E+00,+1.21420E+00
-10.50781E+00,+1.21913E+00
-10.46875E+00,+1.22405E+00
-10.42969E+00,+1.22775E+00
-10.39063E+00,+1.23021E+00
-10.35156E+00,+1.23390E+00
-10.31250E+00,+1.23883E+00
-10.27344E+00,+1.24375E+00
-10.23438E+00,+1.24868E+00
-10.19531E+00,+1.25360E+00
-10.15625E+00,+1.25976E+00
-10.11719E+00,+1.26345E+00
-10.07813E+00,+1.26714E+00
-10.03906E+00,+1.26961E+00
-10.00000E+00,+1.27330E+00
-9.96094E+00,+1.27822E+00
-9.92188E+00,+1.28438E+00
-9.88281E+00,+1.29177E+00
-9.84375E+00,+1.29792E+00
-9.80469E+00,+1.30531E+00
-9.76563E+00,+1.31147E+00
-9.72656E+00,+1.32008E+00
-9.68750E+00,+1.32624E+00
-9.64844E+00,+1.33486E+00
-9.60938E+00,+1.34101E+00
-9.57031E+00,+1.34963E+00
-9.53125E+00,+1.36194E+00
-9.49219E+00,+1.37179E+00
-9.45313E+00,+1.38780E+00
-9.41406E+00,+1.46044E+00
-9.37500E+00,+1.44197E+00
-9.33594E+00,+1.41858E+00
-9.29688E+00,+1.42227E+00
-9.25781E+00,+1.43212E+00
-9.21875E+00,+1.44320E+00
-9.17969E+00,+1.45428E+00
-9.14063E+00,+1.46290E+00
-9.10156E+00,+1.47275E+00
-9.06250E+00,+1.48137E+00
-9.02344E+00,+1.48875E+00
-8.98438E+00,+1.49368E+00
-8.94531E+00,+1.49860E+00
-8.90625E+00,+1.50229E+00
-8.86719E+00,+1.50599E+00
-8.82813E+00,+1.50968E+00
-8.78906E+00,+1.51214E+00
-8.75000E+00,+1.51707E+00
-8.71094E+00,+1.51953E+00
-8.67188E+00,+1.52199E+00
-8.63281E+00,+1.52569E+00
-8.59375E+00,+1.53430E+00
-8.55469E+00,+1.54046E+00
-8.51563E+00,+1.54292E+00
-8.47656E+00,+1.55031E+00
-8.43750E+00,+1.55770E+00
-8.39844E+00,+1.56631E+00
-8.35938E+00,+1.57370E+00
-8.32031E+00,+1.58232E+00
-8.28125E+00,+1.59094E+00
-8.24219E+00,+1.60079E+00
-8.20313E+00,+1.61064E+00
-8.16406E+00,+1.61925E+00
-8.12500E+00,+1.62910E+00
-8.08594E+00,+1.63895E+00
-8.04688E+00,+1.64757E+00
-8.00781E+00,+1.65619E+00
-7.96875E+00,+1.66604E+00
-7.92969E+00,+1.67712E+00
-7.89063E+00,+1.68697E+00
-7.85156E+00,+1.69436E+00
-7.81250E+00,+1.70667E+00
-7.77344E+00,+1.71528E+00
-7.73438E+00,+1.72144E+00
-7.69531E+00,+1.73006E+00
-7.65625E+00,+1.74114E+00
-7.61719E+00,+1.75099E+00
-7.57813E+00,+1.75468E+00
-7.53906E+00,+1.76699E+00
-7.50000E+00,+1.77684E+00
-7.46094E+00,+1.78546E+00
-7.42188E+00,+1.79531E+00
-7.38281E+00,+1.79900E+00
-7.34375E+00,+1.80393E+00
-7.30469E+00,+1.81131E+00
-7.26563E+00,+1.81870E+00
-7.22656E+00,+1.82609E+00
-7.18750E+00,+1.83348E+00
-7.14844E+00,+1.83963E+00
-7.10938E+00,+1.84332E+00
-7.07031E+00,+1.84702E+00
-7.03125E+00,+1.85071E+00
-6.99219E+00,+1.85194E+00
-6.95313E+00,+1.85441E+00
-6.91406E+00,+1.85441E+00
-6.87500E+00,+1.85441E+00
-6.83594E+00,+1.85564E+00
-6.79688E+00,+1.85441E+00
-6.75781E+00,+1.85441E+00
-6.71875E+00,+1.85441E+00
-6.67969E+00,+1.85441E+00
-6.64063E+00,+1.85564E+00
-6.60156E+00,+1.85564E+00
-6.56250E+00,+1.85564E+00
-6.52344E+00,+1.85564E+00
-6.48438E+00,+1.85564E+00
-6.44531E+00,+1.85564E+00
-6.40625E+00,+1.85564E+00
-6.36719E+00,+1.85564E+00
-6.32813E+00,+1.85564E+00
-6.28906E+00,+1.85564E+00
-6.25000E+00,+1.85564E+00
-6.21094E+00,+1.85441E+00
-6.17188E+00,+1.85564E+00
-6.13281E+00,+1.85564E+00
-6.09375E+00,+1.85441E+00
-6.05469E+00,+1.85441E+00
-6.01563E+00,+1.85441E+00
-5.97656E+00,+1.85441E+00
-5.93750E+00,+1.85441E+00
-5.89844E+00,+1.85441E+00
-5.85938E+00,+1.85441E+00
-5.82031E+00,+1.85564E+00
-5.78125E+00,+1.85441E+00
-5.74219E+00,+1.85441E+00
-5.70313E+00,+1.85441E+00
-5.66406E+00,+1.85564E+00
-5.62500E+00,+1.85564E+00
-5.58594E+00,+1.85564E+00
-5.54688E+00,+1.85564E+00
-5.50781E+00,+1.85687E+00
-5.46875E+00,+1.85810E+00
-5.42969E+00,+1.85810E+00
-5.39063E+00,+1.85810E+00
-5.35156E+00,+1.85933E+00
-5.31250E+00,+1.85810E+00
-5.27344E+00,+1.85810E+00
-5.23438E+00,+1.85810E+00
-5.19531E+00,+1.85810E+00
-5.15625E+00,+1.85687E+00
-5.11719E+00,+1.85810E+00
-5.07813E+00,+1.85810E+00
-5.03906E+00,+1.85810E+00
-5.00000E+00,+1.85810E+00
-4.96094E+00,+1.85810E+00
-4.92188E+00,+1.85810E+00
-4.88281E+00,+1.85810E+00
-4.84375E+00,+1.85810E+00
-4.80469E+00,+1.85810E+00
-4.76563E+00,+1.85687E+00
-4.72656E+00,+1.85810E+00
-4.68750E+00,+1.85810E+00
-4.64844E+00,+1.85933E+00
-4.60938E+00,+1.85933E+00
-4.57031E+00,+1.86056E+00
-4.53125E+00,+1.86056E+00
-4.49219E+00,+1.85933E+00
-4.45313E+00,+1.86056E+00
-4.41406E+00,+1.86056E+00
-4.37500E+00,+1.85933E+00
-4.33594E+00,+1.85933E+00
-4.29688E+00,+1.85933E+00
-4.25781E+00,+1.85933E+00
-4.21875E+00,+1.85933E+00
-4.17969E+00,+1.86056E+00
-4.14063E+00,+1.85933E+00
-4.10156E+00,+1.85933E+00
-4.06250E+00,+1.85933E+00
-4.02344E+00,+1.85933E+00
-3.98438E+00,+1.85933E+00
-3.94531E+00,+1.85933E+00
-3.90625E+00,+1.85933E+00
-3.86719E+00,+1.85933E+00
-3.82813E+00,+1.85933E+00
-3.78906E+00,+1.85933E+00
-3.75000E+00,+1.85933E+00
-3.71094E+00,+1.85933E+00
-3.67188E+00,+1.85933E+00
-3.63281E+00,+1.85933E+00
-3.59375E+00,+1.85933E+00
-3.55469E+00,+1.85933E+00
-3.51563E+00,+1.85933E+00
-3.47656E+00,+1.85933E+00
-3.43750E+00,+1.86056E+00
-3.39844E+00,+1.85933E+00
-3.35938E+00,+1.85933E+00
-3.32031E+00,+1.85933E+00
-3.28125E+00,+1.86056E+00
-3.24219E+00,+1.86056E+00
-3.20313E+00,+1.86056E+00
-3.16406E+00,+1.85933E+00
-3.12500E+00,+1.85933E+00
-3.08594E+00,+1.86056E+00
-3.04688E+00,+1.85933E+00
-3.00781E+00,+1.85810E+00
-2.96875E+00,+1.85810E+00
-2.92969E+00,+1.85933E+00
-2.89063E+00,+1.85810E+00
-2.85156E+00,+1.85810E+00
-2.81250E+00,+1.85933E+00
-2.77344E+00,+1.85810E+00
-2.73438E+00,+1.85933E+00
-2.69531E+00,+1.85810E+00
-2.65625E+00,+1.85810E+00
-2.61719E+00,+1.85810E+00
-2.57813E+00,+1.85687E+00
-2.53906E+00,+1.85687E+00
-2.50000E+00,+1.85564E+00
-2.46094E+00,+1.85441E+00
-2.42188E+00,+1.85441E+00
-2.38281E+00,+1.85564E+00
-2.34375E+00,+1.85441E+00
-2.30469E+00,+1.85441E+00
-2.26563E+00,+1.85441E+00
-2.22656E+00,+1.85441E+00
-2.18750E+00,+1.85441E+00
-2.14844E+00,+1.85441E+00
-2.10938E+00,+1.85441E+00
-2.07031E+00,+1.85441E+00
-2.03125E+00,+1.85441E+00
-1.99219E+00,+1.85441E+00
-1.95313E+00,+1.85564E+00
-1.91406E+00,+1.85441E+00
-1.87500E+00,+1.85317E+00
-1.83594E+00,+1.85441E+00
-1.79688E+00,+1.85317E+00
-1.75781E+00,+1.85317E+00
-1.71875E+00,+1.85441E+00
-1.67969E+00,+1.85441E+00
-1.64063E+00,+1.85317E+00
-1.60156E+00,+1.85441E+00
-1.56250E+00,+1.85317E+00
-1.52344E+00,+1.85194E+00
-1.48438E+00,+1.85071E+00
-1.44531E+00,+1.84825E+00
-1.40625E+00,+1.84702E+00
-1.36719E+00,+1.84579E+00
-1.32813E+00,+1.84579E+00
-1.28906E+00,+1.84456E+00
-1.25000E+00,+1.84579E+00
-1.21094E+00,+1.84456E+00
-1.17188E+00,+1.84579E+00
-1.13281E+00,+1.84579E+00
-1.09375E+00,+1.84579E+00
-1.05469E+00,+1.84456E+00
-1.01563E+00,+1.84332E+00
-976.56E-03,+1.84332E+00
-937.50E-03,+1.84209E+00
-898.44E-03,+1.84209E+00
-859.38E-03,+1.84086E+00
-820.31E-03,+1.84086E+00
-781.25E-03,+1.84086E+00
-742.19E-03,+1.84086E+00
-703.13E-03,+1.83963E+00
-664.06E-03,+1.83963E+00
-625.00E-03,+1.83840E+00
-585.94E-03,+1.83717E+00
-546.88E-03,+1.83717E+00
-507.81E-03,+1.83594E+00
-468.75E-03,+1.83594E+00
-429.69E-03,+1.83471E+00
-390.63E-03,+1.83471E+00
-351.56E-03,+1.83471E+00
-312.50E-03,+1.83348E+00
-273.44E-03,+1.83348E+00
-234.38E-03,+1.83348E+00
-195.31E-03,+1.83224E+00
-156.25E-03,+1.83224E+00
-117.19E-03,+1.83348E+00
-78.13E-03,+1.83224E+00
-39.06E-03,+1.83224E+00
